DATACODE,CARDTYPE,STUDYID,YEAR,MONTH,STAND,PLOT,LOGNUM,SPECIES,DECAY,POSITION,DIAM1A,DIAM1B,DIAM2A,DIAM2B,DIAM3A,DIAM3B,LENGTH,BARKCOV,HOLLOW,CWDSRCE,STDIAMCORR
TD012,1,HSGY,1978,9,HR01,   2,1,PISI,4,L,65,57,,,45,40,5.4,,1,,
TD012,1,HSGY,1978,9,HR01,   2,2,TSHE,2,L,35,,,,53,,22.1,,1,,
TD012,1,HSGY,1978,9,HR01,   2,3,PISI,3,L,54,,,,54,,6.7,,1,,
TD012,1,HSGY,1978,9,HR01,   2,4,TSHE,3,L,40,37,,,45,30,3.3,,1,,
TD012,1,HSGY,1978,9,HR01,   2,5,PISI,3,L,100,,,,55,,21.2,,1,,
TD012,1,HSGY,1978,9,HR01,   2,6,PISI,5,L,50,35,,,50,35,4.2,,1,,
TD012,1,HSGY,1978,9,HR01,   2,7,PISI,2,L,55,,,,63,,10.0,,1,,
TD012,1,HSGY,1978,9,HR01,   2,8,TSHE,4,L,50,35,,,72,36,7.0,,1,,
TD012,1,HSGY,1978,9,HR01,   2,9,PISI,4,L,50,43,,,50,43,2.3,,1,,
TD012,1,HSGY,1978,9,HR01,   2,10,TSHE,5,L,40,25,,,40,25,2.1,,1,,
TD012,1,HSGY,1978,9,HR01,   2,11,PISI,3,L,42,,,,50,,11.0,,1,,
TD012,1,HSGY,1978,9,HR01,   2,12,TSHE,4,L,35,25,,,30,,3.8,,1,,
TD012,1,HSGY,1978,9,HR01,   2,13,PISI,4,L,49,44,,,50,,3.7,,1,,
TD012,1,HSGY,1978,9,HR01,   8,1,TSHE,4,L,28,,,,60,,20.1,,1,,
TD012,1,HSGY,1978,9,HR01,   8,2,TSHE,3,L,24,,,,25,,13.7,,1,,
TD012,1,HSGY,1978,9,HR01,   8,3,UNKN,4,L,32,,,,32,,2.9,,1,,
TD012,1,HSGY,1978,9,HR01,   8,4,TSHE,3,L,42,,,,42,,15.9,,1,,
TD012,1,HSGY,1978,9,HR01,   8,5,TSHE,2,L,8,,,,24,,6.9,,1,,
TD012,1,HSGY,1978,9,HR01,   8,6,TSHE,2,L,105,,,,105,,2.3,,1,,
TD012,1,HSGY,1978,9,HR01,   8,7,UNKN,3,L,19,,,,26,,2.7,,1,,
TD012,1,HSGY,1978,9,HR01,   8,8,TSHE,4,L,42,,,,42,,2.2,,1,,
TD012,1,HSGY,1978,9,HR01,   8,9,UNKN,5,L,22,,,,35,,4.9,,1,,
TD012,1,HSGY,1978,9,HR01,   8,10,UNKN,3,L,20,,,,20,,7.2,,1,,
TD012,1,HSGY,1978,9,HR01,   8,11,UNKN,4,L,22,,,,22,,2.9,,1,,
TD012,1,HSGY,1978,9,HR01,   8,12,TSHE,2,L,30,,,,30,,1.8,,1,,
TD012,1,HSGY,1978,9,HR01,   8,13,TSHE,5,L,35,,,,40,,4.1,,1,,
TD012,1,HSGY,1978,9,HR01,   8,14,TSHE,3,L,24,,,,27,,5.3,,1,,
TD012,1,HSGY,1978,9,HR01,   8,15,UNKN,4,L,26,,,,36,,11.7,,1,,
TD012,1,HSGY,1978,9,HR01,   8,16,UNKN,3,L,25,,,,25,,1.6,,1,,
TD012,1,HSGY,1978,9,HR01,   8,17,PISI,2,L,78,,,,100,,20.8,,1,,
TD012,1,HSGY,1978,9,HR01,   8,18,TSHE,3,L,29,,,,32,,11.0,,1,,
TD012,1,HSGY,1978,9,HR01,   8,19,TSHE,2,L,48,,,,70,,20.7,,1,,
TD012,1,HSGY,1978,9,HR01,   8,20,TSHE,3,L,25,,,,32,,7.8,,1,,
TD012,1,HSGY,1978,9,HR01,   8,21,TSHE,2,L,38,,,,35,,4.0,,1,,
TD012,1,HSGY,1978,9,HR01,   8,22,UNKN,4,L,110,,,,100,,8.4,,1,,
TD012,1,HSGY,1978,9,HR01,   8,23,UNKN,3,L,40,,,,40,,7.3,,1,,
TD012,1,HSGY,1978,9,HR01,   8,1,TSHE,2,S,45,,,,,,6.0,,1,,
TD012,1,HSGY,1978,9,HR01,   8,2,TSHE,3,S,120,,,,,,3.7,,1,,
TD012,1,HSGY,1978,9,HR01,   8,3,UNKN,3,S,57,,,,,,6.1,,1,,
TD012,1,HSGY,1978,9,HR01,  12,1,TSHE,3,L,10,,,,44,39,2.5,,1,,
TD012,1,HSGY,1978,9,HR01,  12,2,PSME,4,L,60,,,,68,70,9.7,,1,,
TD012,1,HSGY,1978,9,HR01,  12,3,PSME,3,L,35,,,,52,77,9.8,,1,,
TD012,1,HSGY,1978,9,HR01,  12,4,TSHE,3,L,18,15,,,25,20,7.9,,1,,
TD012,1,HSGY,1978,9,HR01,  12,5,PSME,3,L,9,8,,,28,30,10.1,,1,,
TD012,1,HSGY,1978,9,HR01,  12,6,TSHE,3,L,22,25,,,35,38,12.0,,1,,
TD012,1,HSGY,1978,9,HR01,  12,7,TSHE,5,L,20,,,,46,40,7.6,,1,,
TD012,1,HSGY,1978,9,HR01,  12,8,TSHE,2,L,56,52,,,40,60,19.0,,1,,
TD012,1,HSGY,1978,9,HR01,  12,9,TSHE,3,L,25,30,,,58,60,25.0,,1,,
TD012,1,HSGY,1978,9,HR01,  12,10,TSHE,5,L,10,,,,18,15,4.8,,1,,
TD012,1,HSGY,1978,9,HR01,  12,11,TSHE,4,L,19,18,,,40,15,6.1,,1,,
TD012,1,HSGY,1978,9,HR01,  12,12,PSME,4,L,32,30,,,60,50,5.9,,1,,
TD012,1,HSGY,1978,9,HR01,  12,13,UNKN,3,L,20,3,,,45,48,4.3,,1,,
TD012,1,HSGY,1978,9,HR01,  12,14,TSHE,3,L,23,,,,35,,6.5,,1,,
TD012,1,HSGY,1978,9,HR01,  12,15,TSHE,3,L,30,17,,,42,45,4.1,,1,,
TD012,1,HSGY,1978,9,HR01,  12,16,TSHE,3,L,12,13,,,20,15,3.6,,1,,
TD012,1,HSGY,1978,9,HR01,  12,17,PISI,5,L,25,20,,,25,20,1.4,,1,,
TD012,1,HSGY,1978,9,HR01,  12,18,TSHE,2,L,25,,,,40,,6.5,,1,,
TD012,1,HSGY,1978,9,HR01,  12,19,TSHE,3,L,47,,,,47,47,2.6,,1,,
TD012,1,HSGY,1978,9,HR01,  12,20,UNKN,4,L,45,40,,,35,20,2.8,,1,,
TD012,1,HSGY,1978,9,HR01,  12,21,TSHE,3,L,45,,,,45,,12.5,,1,,
TD012,1,HSGY,1978,9,HR01,  12,22,PISI,3,L,35,,,,26,26,14.6,,1,,
TD012,1,HSGY,1978,9,HR01,  12,23,PISI,3,L,36,,,,32,25,15.1,,1,,
TD012,1,HSGY,1978,9,HR01,  12,24,PISI,3,L,19,15,,,27,,8.1,,1,,
TD012,1,HSGY,1978,9,HR01,  12,25,TSHE,4,L,30,25,,,38,24,2.8,,1,,
TD012,1,HSGY,1978,9,HR01,  12,26,TSHE,4,L,31,20,,,31,20,3.0,,1,,
TD012,1,HSGY,1978,9,HR01,  12,27,TSHE,4,L,25,15,,,24,31,8.6,,1,,
TD012,1,HSGY,1978,9,HR01,  12,28,PISI,3,L,40,,,,38,,5.6,,1,,
TD012,1,HSGY,1978,9,HR01,  12,29,TSHE,2,L,66,,,,55,,4.2,,1,,
TD012,1,HSGY,1978,9,HR01,  12,30,TSHE,2,L,50,,,,50,,5.0,,1,,
TD012,1,HSGY,1978,9,HR01,  12,31,UNKN,2,L,37,,,,37,,6.9,,1,,
TD012,1,HSGY,1978,9,HR01,  12,32,TSHE,3,L,40,,,,44,,3.4,,1,,
TD012,1,HSGY,1978,9,HR01,  12,33,TSHE,5,L,50,35,,,50,25,2.6,,1,,
TD012,1,HSGY,1978,9,HR01,  14,1,UNKN,3,L,28,,,,37,,5.4,,1,,
TD012,1,HSGY,1978,9,HR01,  14,2,TSHE,2,L,45,,,,45,,5.6,,1,,
TD012,1,HSGY,1978,9,HR01,  14,3,TSHE,3,L,49,,,,49,,1.2,,1,,
TD012,1,HSGY,1978,9,HR01,  14,4,TSHE,3,L,39,,,,39,,1.6,,1,,
TD012,1,HSGY,1978,9,HR01,  14,5,UNKN,2,L,11,,,,21,,7.8,,1,,
TD012,1,HSGY,1978,9,HR01,  14,6,UNKN,3,L,9,,,,21,,9.0,,1,,
TD012,1,HSGY,1978,9,HR01,  14,7,TSHE,3,L,21,,,,31,,18.2,,1,,
TD012,1,HSGY,1978,9,HR01,  14,8,PISI,2,L,26,,,,40,,13.7,,1,,
TD012,1,HSGY,1978,9,HR01,  14,9,PISI,2,L,36,,,,62,,10.7,,1,,
TD012,1,HSGY,1978,9,HR01,  14,10,TSHE,3,L,14,,,,15,,4.8,,1,,
TD012,1,HSGY,1978,9,HR01,  14,11,TSHE,2,L,34,,,,46,,15.3,,1,,
TD012,1,HSGY,1978,9,HR01,  14,12,TSHE,4,L,10,,,,16,,3.5,,1,,
TD012,1,HSGY,1978,9,HR01,  14,13,TSHE,3,L,30,,,,48,,22.0,,1,,
TD012,1,HSGY,1978,9,HR01,  14,14,UNKN,4,L,20,,,,15,,4.6,,1,,
TD012,1,HSGY,1978,9,HR01,  14,15,TSHE,3,L,28,,,,28,,3.4,,1,,
TD012,1,HSGY,1978,9,HR01,  14,16,PISI,4,L,22,,,,30,,6.7,,1,,
TD012,1,HSGY,1978,9,HR01,  14,17,UNKN,4,L,12,,,,16,,3.5,,1,,
TD012,1,HSGY,1978,9,HR01,  14,18,TSHE,4,L,22,,,,37,,29.0,,1,,
TD012,1,HSGY,1978,9,HR01,  14,19,UNKN,4,L,29,,,,28,,26.8,,1,,
TD012,1,HSGY,1978,9,HR01,  14,20,TSHE,2,L,55,,,,90,,17.9,,1,,
TD012,1,HSGY,1978,9,HR01,  14,21,UNKN,4,L,45,,,,50,,8.8,,1,,
TD012,1,HSGY,1978,9,HR01,  14,22,TSHE,2,L,26,,,,40,,8.6,,1,,
TD012,1,HSGY,1978,9,HR01,  14,23,UNKN,3,L,30,,,,58,,19.1,,1,,
TD012,1,HSGY,1978,9,HR01,  14,24,TSHE,2,L,27,,,,27,,3.0,,1,,
TD012,1,HSGY,1978,9,HR01,  14,25,PISI,3,L,31,,,,35,,8.8,,1,,
TD012,1,HSGY,1978,9,HR01,  14,26,TSHE,4,L,10,,,,12,,5.7,,1,,
TD012,1,HSGY,1978,9,HR01,  14,27,THPL,3,L,18,,,,22,,6.7,,1,,
TD012,1,HSGY,1978,9,HR01,  14,28,UNKN,3,L,36,,,,36,,1.9,,1,,
TD012,1,HSGY,1978,9,HR01,  14,29,TSHE,3,L,45,,,,64,,26.3,,1,,
TD012,1,HSGY,1978,9,HR01,  14,30,UNKN,4,L,24,,,,24,,2.3,,1,,
TD012,1,HSGY,1978,9,HR01,  14,31,TSHE,4,L,16,,,,26,,6.6,,1,,
TD012,1,HSGY,1978,9,HR01,  14,32,UNKN,4,S,34,,,,,,1.6,,1,,
TD012,1,HSGY,1978,9,HR01,  14,33,TSHE,3,S,70,,,,,,3.0,,1,,
TD012,1,HSGY,1978,9,HR01,  14,34,TSHE,3,S,45,,,,,,3.5,,1,,
TD012,1,HSGY,1978,9,HR01,  14,35,PISI,3,S,32,,,,,,1.5,,1,,
TD012,1,HSGY,1978,9,HR01,  14,36,UNKN,3,S,22,,,,,,2.2,,1,,
TD012,1,HSGY,1978,9,HR01,  14,37,UNKN,3,S,25,,,,,,1.3,,1,,
TD012,1,HSGY,1978,9,HR01,  14,38,TSHE,2,S,51,,,,,,6.0,,1,,
TD012,1,HSGY,1978,9,HR02,   2,1,PISI,3,L,60,,,,135,,18.2,,1,,
TD012,1,HSGY,1978,9,HR02,   2,2,PISI,3,L,60,,,,90,,16.7,,1,,
TD012,1,HSGY,1978,9,HR02,   2,3,TSHE,4,L,24,18,,,40,15,12.9,,1,,
TD012,1,HSGY,1978,9,HR02,   2,4,UNKN,3,L,17,,,,30,,6.7,,1,,
TD012,1,HSGY,1978,9,HR02,   2,5,TSHE,3,L,20,,,,16,,10.4,,1,,
TD012,1,HSGY,1978,9,HR02,   2,6,TSHE,3,L,64,,,,80,88,21.6,,1,,
TD012,1,HSGY,1978,9,HR02,   2,7,TSHE,4,L,35,45,,,50,15,16.5,,1,,
TD012,1,HSGY,1978,9,HR02,   2,8,PISI,4,L,47,35,,,90,,30.8,,1,,
TD012,1,HSGY,1978,9,HR02,   2,9,TSHE,3,L,22,,,,25,,5.5,,1,,
TD012,1,HSGY,1978,9,HR02,   2,10,PISI,4,L,27,25,,,30,25,9.1,,1,,
TD012,1,HSGY,1978,9,HR02,   2,11,UNKN,4,L,30,,,,40,,2.3,,1,,
TD012,1,HSGY,1978,9,HR02,   2,12,TSHE,3,L,20,,,,24,,4.7,,1,,
TD012,1,HSGY,1978,9,HR02,   3,1,TSHE,3,L,25,25,,,41,,14.2,,1,,
TD012,1,HSGY,1978,9,HR02,   3,2,TSHE,3,L,11,,,,32,,11.8,,1,,
TD012,1,HSGY,1978,9,HR02,   3,3,UNKN,4,L,32,25,,,34,25,5.2,,1,,
TD012,1,HSGY,1978,9,HR02,   3,4,PISI,4,L,60,25,,,55,,24.5,,1,,
TD012,1,HSGY,1978,9,HR02,   3,5,TSHE,4,L,15,25,,,30,40,3.2,,1,,
TD012,1,HSGY,1978,9,HR02,   3,6,PISI,4,L,100,25,,,140,125,11.3,,1,,
TD012,1,HSGY,1978,9,HR02,   3,7,UNKN,4,L,40,25,,,55,50,2.8,,1,,
TD012,1,HSGY,1978,9,HR02,   3,8,UNKN,4,L,60,15,,,60,40,3.3,,1,,
TD012,1,HSGY,1978,9,HR02,   3,9,UNKN,4,L,65,30,,,35,25,2.4,,1,,
TD012,1,HSGY,1978,9,HR02,   3,10,UNKN,4,L,3,,,,28,17,9.0,,1,,
TD012,1,HSGY,1978,9,HR02,   3,11,TSHE,3,L,16,,,,20,,6.6,,1,,
TD012,1,HSGY,1978,9,HR02,   3,12,TSHE,4,L,15,12,,,35,30,5.0,,1,,
TD012,1,HSGY,1978,9,HR02,   3,13,PISI,3,L,40,,,,52,,3.9,,1,,
TD012,1,HSGY,1978,9,HR02,   6,4,UNKN,4,B,100,,,,,,1.0,,1,,
TD012,1,HSGY,1978,9,HR02,   6,1,PISI,2,L,65,,,,80,,16.0,,1,,
TD012,1,HSGY,1978,9,HR02,   6,2,TSHE,2,L,58,,,,55,,7.9,,1,,
TD012,1,HSGY,1978,9,HR02,   6,3,UNKN,3,L,56,300,,,70,,9.9,,1,,
TD012,1,HSGY,1978,9,HR02,   6,4,TSHE,2,L,30,,,,55,,19.5,,1,,
TD012,1,HSGY,1978,9,HR02,   6,5,UNKN,5,L,26,,,,26,,5.6,,1,,
TD012,1,HSGY,1978,9,HR02,   6,6,PISI,2,L,35,,,,35,,1.2,,1,,
TD012,1,HSGY,1978,9,HR02,   6,7,UNKN,4,L,22,,,,22,,2.7,,1,,
TD012,1,HSGY,1978,9,HR02,   6,8,UNKN,5,L,40,20,,,40,20,1.6,,1,,
TD012,1,HSGY,1978,9,HR02,   6,9,PISI,4,L,30,,,,70,,13.7,,1,,
TD012,1,HSGY,1978,9,HR02,   6,10,PISI,2,L,44,,,,52,,9.4,,1,,
TD012,1,HSGY,1978,9,HR02,   6,11,UNKN,4,L,36,,,,36,,6.3,,1,,
TD012,1,HSGY,1978,9,HR02,   6,12,UNKN,3,L,54,,,,45,,10.7,,1,,
TD012,1,HSGY,1978,9,HR02,   6,13,UNKN,4,L,34,,,,75,,9.2,,1,,
TD012,1,HSGY,1978,9,HR02,   6,14,UNKN,5,L,35,,,,35,,5.1,,1,,
TD012,1,HSGY,1978,9,HR02,   6,15,TSHE,4,L,24,,,,24,,3.2,,1,,
TD012,1,HSGY,1978,9,HR02,   6,1,UNKN,3,S,200,,,,,,1.5,,1,,
TD012,1,HSGY,1978,9,HR02,   6,2,TSHE,3,S,85,,,,,,1.2,,1,,
TD012,1,HSGY,1978,9,HR02,   6,3,PISI,3,S,80,,,,,,1.6,,1,,
TD012,1,HSGY,1978,9,HR02,  16,14,UNKN,4,B,150,,,,,,0.6,,1,,
TD012,1,HSGY,1978,9,HR02,  16,1,PISI,2,L,25,,,,36,,11.6,,1,,
TD012,1,HSGY,1978,9,HR02,  16,2,PISI,3,L,10,,,,19,,10.8,,1,,
TD012,1,HSGY,1978,9,HR02,  16,3,UNKN,3,L,30,,,,30,,1.4,,1,,
TD012,1,HSGY,1978,9,HR02,  16,4,TSHE,3,L,52,,,,75,,18.4,,1,,
TD012,1,HSGY,1978,9,HR02,  16,5,TSHE,3,L,75,,,,80,,4.0,,1,,
TD012,1,HSGY,1978,9,HR02,  16,6,TSHE,4,L,20,,,,24,,6.1,,1,,
TD012,1,HSGY,1978,9,HR02,  16,7,PISI,3,L,75,,,,107,,18.2,,1,,
TD012,1,HSGY,1978,9,HR02,  16,8,TSHE,3,L,22,,,,28,,6.2,,1,,
TD012,1,HSGY,1978,9,HR02,  16,9,TSHE,3,L,35,,,,36,,3.2,,1,,
TD012,1,HSGY,1978,9,HR02,  16,10,TSHE,4,L,22,,,,22,,3.0,,1,,
TD012,1,HSGY,1978,9,HR02,  16,11,TSHE,3,L,45,,,,45,,1.5,,1,,
TD012,1,HSGY,1978,9,HR02,  16,12,TSHE,3,L,28,,,,28,,3.0,,1,,
TD012,1,HSGY,1978,9,HR02,  16,13,TSHE,3,S,27,,,,,,1.6,,1,,
TD012,1,HSGY,1978,9,HR02,  16,15,PISI,3,S,150,,,,,,1.8,,1,,
TD012,1,HSGY,1978,9,HR03,   3,1,PISI,4,L,17,11,,,42,20,15.3,,1,,
TD012,1,HSGY,1978,9,HR03,   3,2,TSHE,2,L,57,,,,75,,1.4,,1,,
TD012,1,HSGY,1978,9,HR03,   3,3,TSHE,4,L,25,8,,,38,45,7.2,,1,,
TD012,1,HSGY,1978,9,HR03,   3,4,TSHE,3,L,45,,,,45,,6.0,,1,,
TD012,1,HSGY,1978,9,HR03,   3,5,TSHE,4,L,45,30,,,45,30,8.7,,1,,
TD012,1,HSGY,1978,9,HR03,   3,6,TSHE,4,L,35,38,,,45,38,7.7,,1,,
TD012,1,HSGY,1978,9,HR03,   3,7,TSHE,4,L,30,15,,,45,38,6.8,,1,,
TD012,1,HSGY,1978,9,HR03,   3,8,PISI,3,L,18,,,,20,,12.0,,1,,
TD012,1,HSGY,1978,9,HR03,   3,9,TSHE,4,L,20,18,,,40,30,4.5,,1,,
TD012,1,HSGY,1978,9,HR03,   3,10,TSHE,4,L,40,35,,,40,35,1.4,,1,,
TD012,1,HSGY,1978,9,HR03,   3,11,TSHE,4,L,40,35,,,40,35,2.7,,1,,
TD012,1,HSGY,1978,9,HR03,   3,12,TSHE,4,L,30,40,,,30,40,2.0,,1,,
TD012,1,HSGY,1978,9,HR03,   6,1,PISI,4,L,52,,,,70,,19.0,,1,,
TD012,1,HSGY,1978,9,HR03,   6,2,TSHE,2,L,32,,,,39,,6.0,,1,,
TD012,1,HSGY,1978,9,HR03,   6,3,PISI,3,L,10,,,,44,,12.4,,1,,
TD012,1,HSGY,1978,9,HR03,   6,4,TSHE,3,L,10,,,,30,,12.5,,1,,
TD012,1,HSGY,1978,9,HR03,   6,5,UNKN,3,L,10,,,,26,,13.6,,1,,
TD012,1,HSGY,1978,9,HR03,   6,6,PISI,3,L,55,,,,55,,4.8,,1,,
TD012,1,HSGY,1978,9,HR03,   6,7,PISI,4,S,155,,,,,,4.0,,1,,
TD012,1,HSGY,1978,9,HR03,   6,8,PISI,4,S,74,,,,,,4.0,,1,,
TD012,1,HSGY,1978,9,HR03,   6,9,TSHE,4,S,51,,,,,,3.0,,1,,
TD012,1,HSGY,1978,9,HR03,  10,1,TSHE,3,L,20,,,,40,,13.3,,1,,
TD012,1,HSGY,1978,9,HR03,  10,2,TSHE,2,L,23,,,,44,,4.1,,1,,
TD012,1,HSGY,1978,9,HR03,  10,3,PISI,4,L,50,44,,,50,44,1.0,,1,,
TD012,1,HSGY,1978,9,HR03,  10,4,PISI,4,L,25,20,,,25,20,3.4,,1,,
TD012,1,HSGY,1978,9,HR03,  10,5,ACCI,2,L,12,,,,20,,5.3,,1,,
TD012,1,HSGY,1978,9,HR03,  10,6,PISI,3,L,12,,,,27,27,4.8,,1,,
TD012,1,HSGY,1978,9,HR03,  10,7,PISI,4,L,22,,,,27,28,3.8,,1,,
TD012,1,HSGY,1978,9,HR03,  16,1,PISI,3,L,51,,,,160,,25.0,,1,,
TD012,1,HSGY,1978,9,HR03,  16,2,PISI,3,L,115,,,,105,,14.5,,1,,
TD012,1,HSGY,1978,9,HR03,  16,3,PISI,3,L,115,,,,115,,2.7,,1,,
TD012,1,HSGY,1978,9,HR03,  16,4,PISI,3,L,62,,,,130,,6.0,,1,,
TD012,1,HSGY,1978,9,HR03,  16,5,PISI,3,L,10,,,,148,,18.5,,1,,
TD012,1,HSGY,1978,9,HR03,  16,6,PISI,3,L,175,,,,175,,9.0,,1,,
TD012,1,HSGY,1978,9,HR04,   7,1,PISI,4,L,86,70,,,86,70,6.9,,1,,
TD012,1,HSGY,1978,9,HR04,   7,2,PISI,4,L,35,30,,,40,35,4.7,,1,,
TD012,1,HSGY,1978,9,HR04,   7,3,TSHE,3,L,35,,,,70,,16.5,,1,,
TD012,1,HSGY,1978,9,HR04,   7,4,TSHE,3,L,33,,,,48,48,2.2,,1,,
TD012,1,HSGY,1978,9,HR04,   7,5,TSHE,3,L,27,,,,55,,24.0,,1,,
TD012,1,HSGY,1978,9,HR04,   7,6,PISI,3,L,30,,,,40,,5.8,,1,,
TD012,1,HSGY,1978,9,HR04,   7,7,TSHE,4,L,30,15,,,40,25,2.7,,1,,
TD012,1,HSGY,1978,9,HR04,   7,8,TSHE,4,L,40,20,,,40,30,10.1,,1,,
TD012,1,HSGY,1978,9,HR04,   7,9,PISI,3,L,40,24,,,60,,21.0,,1,,
TD012,1,HSGY,1978,9,HR04,   7,10,PISI,4,L,20,,,,26,13,10.2,,1,,
TD012,1,HSGY,1978,9,HR04,   7,11,TSHE,3,L,37,,,,50,,2.5,,1,,
TD012,1,HSGY,1978,9,HR04,   7,12,TSHE,3,L,55,,,,55,,1.9,,1,,
TD012,1,HSGY,1978,9,HR04,   8,1,TSHE,2,L,15,,,,50,,32.0,,1,,
TD012,1,HSGY,1978,9,HR04,   8,2,TSHE,3,L,21,,,,35,,16.6,,1,,
TD012,1,HSGY,1978,9,HR04,   8,3,TSHE,4,L,50,,,,50,,3.3,,1,,
TD012,1,HSGY,1978,9,HR04,   8,4,UNKN,4,L,47,,,,47,,2.0,,1,,
TD012,1,HSGY,1978,9,HR04,   8,5,UNKN,3,L,32,,,,32,,5.9,,1,,
TD012,1,HSGY,1978,9,HR04,   8,6,TSHE,4,L,20,,,,20,,6.0,,1,,
TD012,1,HSGY,1978,9,HR04,   8,7,TSHE,1,L,63,,,,66,,8.7,,1,,
TD012,1,HSGY,1978,9,HR04,   8,8,UNKN,4,L,26,,,,26,,5.7,,1,,
TD012,1,HSGY,1978,9,HR04,   8,9,UNKN,4,L,10,,,,19,,4.4,,1,,
TD012,1,HSGY,1978,9,HR04,   8,10,TSHE,3,L,10,,,,45,,17.0,,1,,
TD012,1,HSGY,1978,9,HR04,   8,11,TSHE,3,L,50,,,,50,,6.3,,1,,
TD012,1,HSGY,1978,9,HR04,   8,12,UNKN,5,L,30,,,,30,,12.0,,1,,
TD012,1,HSGY,1978,9,HR04,   8,13,UNKN,5,L,32,,,,55,,13.6,,1,,
TD012,1,HSGY,1978,9,HR04,   8,14,TSHE,2,S,72,,,,,,4.5,,1,,
TD012,1,HSGY,1978,9,HR04,   8,15,TSHE,3,S,40,,,,,,1.5,,1,,
TD012,1,HSGY,1978,7,HR04,   9,1,PISI,3,L,29,,,,45,,16.5,,1,,
TD012,1,HSGY,1978,7,HR04,   9,2,PISI,3,L,73,,,,120,,36.0,,1,,
TD012,1,HSGY,1978,7,HR04,   9,3,TSHE,2,L,36,,,,75,,7.5,,1,,
TD012,1,HSGY,1978,7,HR04,   9,4,PISI,5,L,30,10,,,30,10,2.1,,1,,
TD012,1,HSGY,1978,7,HR04,   9,5,TSHE,2,L,65,65,,,65,,3.9,,1,,
TD012,1,HSGY,1978,7,HR04,   9,6,TSHE,2,L,69,,,,69,,4.4,,1,,
TD012,1,HSGY,1978,7,HR04,   9,7,TSHE,2,L,55,,,,55,,4.1,,1,,
TD012,1,HSGY,1978,7,HR04,   9,8,TSHE,3,L,40,,,,40,,6.9,,1,,
TD012,1,HSGY,1978,7,HR04,   9,9,PISI,5,L,36,,,,36,,1.3,,1,,
TD012,1,HSGY,1978,7,HR04,   9,10,PISI,3,L,10,,,,22,,5.3,,1,,
TD012,1,HSGY,1978,7,HR04,   9,11,TSHE,3,L,51,,,,65,,5.5,,1,,
TD012,1,HSGY,1978,9,HR04,  14,1,TSHE,2,L,66,,,,74,,13.2,,1,,
TD012,1,HSGY,1978,9,HR04,  14,2,ACCI,1,L,10,,,,12,,5.5,,1,,
TD012,1,HSGY,1978,9,HR04,  14,3,UNKN,4,L,24,,,,53,,12.0,,1,,
TD012,1,HSGY,1978,9,HR04,  14,4,TSHE,2,L,10,,,,37,,27.0,,1,,
TD012,1,HSGY,1978,9,HR04,  14,5,UNKN,4,L,20,,,,30,,12.0,,1,,
TD012,1,HSGY,1978,9,HR04,  14,6,UNKN,3,L,34,,,,34,,0.3,,1,,
TD012,1,HSGY,1978,9,HR04,  14,7,TSHE,4,L,25,,,,30,,6.4,,1,,
TD012,1,HSGY,1978,9,HR04,  14,8,UNKN,4,L,38,,,,38,,2.7,,1,,
TD012,1,HSGY,1978,9,HR04,  14,9,UNKN,4,L,20,,,,20,,3.6,,1,,
TD012,1,HSGY,1978,9,HR04,  14,10,UNKN,3,S,160,,,,,,2.0,,1,,
TD012,1,HSGY,1978,9,HR04,  14,11,PISI,3,S,180,,,,,,2.0,,1,,
TD012,1,HSGY,1982,6,HS01,   1,1,TSHE,4,L,80,,,,80,,1.4,,1,,
TD012,1,HSGY,1982,6,HS01,   1,2,TSHE,4,L,25,,,,18,,1.8,,1,,
TD012,1,HSGY,1982,6,HS01,   1,3,TSHE,4,L,18,,,,18,,0.6,,1,,
TD012,1,HSGY,1982,6,HS01,   1,4,TSHE,4,L,15,,,,30,,3.1,,1,,
TD012,1,HSGY,1982,6,HS01,   1,5,TSHE,1,L,100,,,,90,,2.9,,1,,
TD012,1,HSGY,1982,6,HS01,   1,6,TSHE,3,L,35,,,,27,,8.1,,1,,
TD012,1,HSGY,1982,6,HS01,   1,7,TSHE,4,L,26,,,,34,,2.2,,1,,
TD012,1,HSGY,1982,6,HS01,   1,8,TSHE,3,L,22,,,,12,,11.0,,1,,
TD012,1,HSGY,1982,6,HS01,   1,9,TSHE,3,L,8,,,,15,,8.1,,1,,
TD012,1,HSGY,1982,6,HS01,   1,10,TSHE,1,L,18,,,,23,,7.5,,1,,
TD012,1,HSGY,1982,6,HS01,   1,11,TSHE,2,L,5,,,,28,,12.0,,1,,
TD012,1,HSGY,1982,6,HS01,   1,12,TSHE,3,L,29,,,,29,,5.5,,1,,
TD012,1,HSGY,1982,6,HS01,   1,13,TSHE,3,L,90,,,,90,,8.1,,1,,
TD012,1,HSGY,1982,6,HS01,   1,14,TSHE,3,L,75,,,,50,,7.3,,1,,
TD012,1,HSGY,1982,6,HS01,   1,15,TSHE,3,L,27,,,,50,,16.5,,1,,
TD012,1,HSGY,1982,6,HS01,   1,16,TSHE,2,L,34,,,,40,,6.1,,1,,
TD012,1,HSGY,1982,6,HS01,   1,17,TSHE,2,L,28,,,,55,,11.8,,1,,
TD012,1,HSGY,1982,6,HS01,   1,18,TSHE,4,L,26,,,,26,,2.4,,1,,
TD012,1,HSGY,1982,6,HS01,   1,19,TSHE,4,L,50,,,,50,,1.6,,1,,
